"Season","round","homeTeam","awayTeam","snitch","homeGoals","awayGoals"
2020,20,"South Africa Snidgets","Scotland Squirrels","South Africa Snidgets",6,11
2020,20,"Turkey Knights","Wales Longshots","Turkey Knights",12,1
2020,20,"Pakistan Swans","Ireland Griffins","Ireland Griffins",6,11
2020,20,"Malaysia Tornadoes","France Thestrals","France Thestrals",7,10
2020,20,"Denmark Horntails","Germany Werewolves","Germany Werewolves",12,9
2020,20,"France Hippogriffs Firsts","Japan Falcons","Japan Falcons",13,6
2020,20,"New Zealand Daemons","Australia Centurions","Australia Centurions",11,9
2020,21,"India Direwolves","United States Chimeras","India Direwolves",10,1
2020,21,"Norway Unspeakables","Iceland Quidlings","Norway Unspeakables",5,10
2020,21,"South Africa Snidgets","Durhamstrang","Durhamstrang",1,13
2020,21,"Turkey Knights","England Nightmares","Turkey Knights",0,3
2020,21,"Pakistan Swans","Scotland Squirrels","Scotland Squirrels",2,3
2020,21,"Malaysia Tornadoes","Wales Longshots","Wales Longshots",11,6
2020,21,"Denmark Horntails","Ireland Griffins","Denmark Horntails",15,15
2020,21,"France Hippogriffs Firsts","France Thestrals","France Hippogriffs Firsts",6,13
2020,21,"New Zealand Daemons","Germany Werewolves","Germany Werewolves",8,8
2020,21,"Australia Centurions","Japan Falcons","Japan Falcons",2,7
2020,22,"Norway Unspeakables","United States Chimeras","United States Chimeras",10,4
2020,22,"South Africa Snidgets","India Direwolves","South Africa Snidgets",11,10
2020,22,"Turkey Knights","Iceland Quidlings","Turkey Knights",10,8
2020,22,"Pakistan Swans","Durhamstrang","Pakistan Swans",4,10
2020,22,"Malaysia Tornadoes","England Nightmares","England Nightmares",10,13
2020,22,"Denmark Horntails","Scotland Squirrels","Scotland Squirrels",14,6
2020,22,"France Hippogriffs Firsts","Wales Longshots","France Hippogriffs Firsts",3,8
2020,22,"New Zealand Daemons","Ireland Griffins","Ireland Griffins",11,1
2020,22,"Australia Centurions","France Thestrals","France Thestrals",15,6
2020,22,"Japan Falcons","Germany Werewolves","Japan Falcons",15,8
2020,23,"South Africa Snidgets","United States Chimeras","South Africa Snidgets",3,7
2020,23,"Turkey Knights","Norway Unspeakables","Turkey Knights",2,13
2020,23,"Pakistan Swans","India Direwolves","India Direwolves",7,8
2020,23,"Malaysia Tornadoes","Iceland Quidlings","Malaysia Tornadoes",13,12
2020,23,"Denmark Horntails","Durhamstrang","Denmark Horntails",2,0
2020,23,"France Hippogriffs Firsts","England Nightmares","France Hippogriffs Firsts",11,9
2020,23,"New Zealand Daemons","Scotland Squirrels","Scotland Squirrels",6,3
2020,23,"Australia Centurions","Wales Longshots","Wales Longshots",15,15
2020,23,"Japan Falcons","Ireland Griffins","Ireland Griffins",7,12
2020,23,"Germany Werewolves","France Thestrals","France Thestrals",12,2
2020,24,"Turkey Knights","United States Chimeras","United States Chimeras",11,15
2020,24,"Pakistan Swans","South Africa Snidgets","South Africa Snidgets",13,1
2020,24,"Malaysia Tornadoes","Norway Unspeakables","Malaysia Tornadoes",13,15
2020,24,"Denmark Horntails","India Direwolves","India Direwolves",13,7
2020,24,"France Hippogriffs Firsts","Iceland Quidlings","France Hippogriffs Firsts",4,9
2020,24,"New Zealand Daemons","Durhamstrang","Durhamstrang",11,11
2020,24,"Australia Centurions","England Nightmares","Australia Centurions",10,8
2020,24,"Japan Falcons","Scotland Squirrels","Japan Falcons",8,7
2020,24,"Germany Werewolves","Wales Longshots","Germany Werewolves",4,0
2020,24,"France Thestrals","Ireland Griffins","France Thestrals",0,14
2020,25,"Pakistan Swans","United States Chimeras","Pakistan Swans",8,2
2020,25,"Malaysia Tornadoes","Turkey Knights","Turkey Knights",13,10
2020,25,"Denmark Horntails","South Africa Snidgets","Denmark Horntails",3,13
2020,25,"France Hippogriffs Firsts","Norway Unspeakables","France Hippogriffs Firsts",0,3
2020,25,"New Zealand Daemons","India Direwolves","New Zealand Daemons",4,14
2020,25,"Australia Centurions","Iceland Quidlings","Australia Centurions",13,15
2020,25,"Japan Falcons","Durhamstrang","Durhamstrang",13,4
2020,25,"Germany Werewolves","England Nightmares","England Nightmares",9,11
2020,25,"France Thestrals","Scotland Squirrels","Scotland Squirrels",7,4
2020,25,"Ireland Griffins","Wales Longshots","Ireland Griffins",2,1
2020,26,"Malaysia Tornadoes","United States Chimeras","Malaysia Tornadoes",14,15
2020,26,"Denmark Horntails","Pakistan Swans","Denmark Horntails",15,8
2020,26,"France Hippogriffs Firsts","Turkey Knights","France Hippogriffs Firsts",0,5
2020,26,"New Zealand Daemons","South Africa Snidgets","South Africa Snidgets",0,7
2020,26,"Australia Centurions","Norway Unspeakables","Australia Centurions",12,1
2020,26,"Japan Falcons","India Direwolves","India Direwolves",9,1
2020,26,"Germany Werewolves","Iceland Quidlings","Germany Werewolves",14,6
2020,26,"France Thestrals","Durhamstrang","France Thestrals",8,6
2020,26,"Ireland Griffins","England Nightmares","England Nightmares",13,14
2020,26,"Wales Longshots","Scotland Squirrels","Scotland Squirrels",4,1
2020,27,"Denmark Horntails","United States Chimeras","United States Chimeras",13,8
2020,27,"France Hippogriffs Firsts","Malaysia Tornadoes","France Hippogriffs Firsts",2,12
2020,27,"New Zealand Daemons","Pakistan Swans","New Zealand Daemons",6,0
2020,27,"Australia Centurions","Turkey Knights","Turkey Knights",6,13
2020,27,"Japan Falcons","South Africa Snidgets","Japan Falcons",6,5
2020,27,"Germany Werewolves","Norway Unspeakables","Germany Werewolves",14,6
2020,27,"France Thestrals","India Direwolves","India Direwolves",15,8
2020,27,"Ireland Griffins","Iceland Quidlings","Ireland Griffins",8,15
2020,27,"Wales Longshots","Durhamstrang","Wales Longshots",2,2
2020,27,"Scotland Squirrels","England Nightmares","England Nightmares",3,0
2020,28,"France Hippogriffs Firsts","United States Chimeras","United States Chimeras",1,7
2020,28,"New Zealand Daemons","Denmark Horntails","New Zealand Daemons",15,3
2020,28,"Australia Centurions","Malaysia Tornadoes","Malaysia Tornadoes",7,4
2020,28,"Japan Falcons","Pakistan Swans","Pakistan Swans",2,2
2020,28,"Germany Werewolves","Turkey Knights","Germany Werewolves",10,4
2020,28,"France Thestrals","South Africa Snidgets","France Thestrals",0,9
2020,28,"Ireland Griffins","Norway Unspeakables","Norway Unspeakables",4,3
2020,28,"Wales Longshots","India Direwolves","Wales Longshots",6,1
2020,28,"Scotland Squirrels","Iceland Quidlings","Iceland Quidlings",1,3
2020,28,"England Nightmares","Durhamstrang","Durhamstrang",6,8
2020,29,"New Zealand Daemons","United States Chimeras","New Zealand Daemons",2,8
2020,29,"Australia Centurions","France Hippogriffs Firsts","France Hippogriffs Firsts",1,1
2020,29,"Japan Falcons","Denmark Horntails","Denmark Horntails",5,3
2020,29,"Germany Werewolves","Malaysia Tornadoes","Malaysia Tornadoes",13,2
2020,29,"France Thestrals","Pakistan Swans","France Thestrals",5,12
2020,29,"Ireland Griffins","Turkey Knights","Ireland Griffins",1,8
2020,29,"Wales Longshots","South Africa Snidgets","South Africa Snidgets",15,15
2020,29,"Scotland Squirrels","Norway Unspeakables","Scotland Squirrels",13,2
2020,29,"England Nightmares","India Direwolves","India Direwolves",5,11
2020,29,"Durhamstrang","Iceland Quidlings","Durhamstrang",11,4
2020,30,"Australia Centurions","United States Chimeras","United States Chimeras",13,14
2020,30,"Japan Falcons","New Zealand Daemons","New Zealand Daemons",10,9
2020,30,"Germany Werewolves","France Hippogriffs Firsts","Germany Werewolves",11,15
2020,30,"France Thestrals","Denmark Horntails","Denmark Horntails",2,10
2020,30,"Ireland Griffins","Malaysia Tornadoes","Malaysia Tornadoes",2,10
2020,30,"Wales Longshots","Pakistan Swans","Pakistan Swans",4,8
2020,30,"Scotland Squirrels","Turkey Knights","Scotland Squirrels",0,13
2020,30,"England Nightmares","South Africa Snidgets","England Nightmares",2,5
2020,30,"Durhamstrang","Norway Unspeakables","Durhamstrang",6,1
2020,30,"Iceland Quidlings","India Direwolves","India Direwolves",6,9
2020,31,"Japan Falcons","United States Chimeras","United States Chimeras",4,5
2020,31,"Germany Werewolves","Australia Centurions","Germany Werewolves",15,4
2020,31,"France Thestrals","New Zealand Daemons","France Thestrals",11,11
2020,31,"Ireland Griffins","France Hippogriffs Firsts","France Hippogriffs Firsts",8,13
2020,31,"Wales Longshots","Denmark Horntails","Denmark Horntails",3,5
2020,31,"Scotland Squirrels","Malaysia Tornadoes","Scotland Squirrels",14,6
2020,31,"England Nightmares","Pakistan Swans","England Nightmares",9,8
2020,31,"Durhamstrang","Turkey Knights","Turkey Knights",1,7
2020,31,"Iceland Quidlings","South Africa Snidgets","Iceland Quidlings",2,2
2020,31,"India Direwolves","Norway Unspeakables","India Direwolves",13,11
2020,32,"Germany Werewolves","United States Chimeras","Germany Werewolves",12,2
2020,32,"France Thestrals","Japan Falcons","Japan Falcons",0,1
2020,32,"Ireland Griffins","Australia Centurions","Ireland Griffins",3,14
2020,32,"Wales Longshots","New Zealand Daemons","Wales Longshots",13,9
2020,32,"Scotland Squirrels","France Hippogriffs Firsts","Scotland Squirrels",11,1
2020,32,"England Nightmares","Denmark Horntails","Denmark Horntails",10,0
2020,32,"Durhamstrang","Malaysia Tornadoes","Malaysia Tornadoes",12,4
2020,32,"Iceland Quidlings","Pakistan Swans","Pakistan Swans",8,7
2020,32,"India Direwolves","Turkey Knights","India Direwolves",6,0
2020,32,"Norway Unspeakables","South Africa Snidgets","Norway Unspeakables",9,15
2020,33,"France Thestrals","United States Chimeras","United States Chimeras",11,5
2020,33,"Ireland Griffins","Germany Werewolves","Ireland Griffins",6,12
2020,33,"Wales Longshots","Japan Falcons","Wales Longshots",13,6
2020,33,"Scotland Squirrels","Australia Centurions","Australia Centurions",3,3
2020,33,"England Nightmares","New Zealand Daemons","England Nightmares",11,11
2020,33,"Durhamstrang","France Hippogriffs Firsts","Durhamstrang",12,2
2020,33,"Iceland Quidlings","Denmark Horntails","Iceland Quidlings",1,6
2020,33,"India Direwolves","Malaysia Tornadoes","India Direwolves",3,3
2020,33,"Norway Unspeakables","Pakistan Swans","Norway Unspeakables",13,4
2020,33,"South Africa Snidgets","Turkey Knights","Turkey Knights",7,14
2020,34,"Ireland Griffins","United States Chimeras","Ireland Griffins",4,5
2020,34,"Wales Longshots","France Thestrals","Wales Longshots",11,7
2020,34,"Scotland Squirrels","Germany Werewolves","Scotland Squirrels",15,10
2020,34,"England Nightmares","Japan Falcons","Japan Falcons",0,14
2020,34,"Durhamstrang","Australia Centurions","Australia Centurions",4,5
2020,34,"Iceland Quidlings","New Zealand Daemons","New Zealand Daemons",10,11
2020,34,"India Direwolves","France Hippogriffs Firsts","India Direwolves",11,0
2020,34,"Norway Unspeakables","Denmark Horntails","Denmark Horntails",12,2
2020,34,"South Africa Snidgets","Malaysia Tornadoes","South Africa Snidgets",8,0
2020,34,"Turkey Knights","Pakistan Swans","Turkey Knights",9,15
2020,35,"Wales Longshots","United States Chimeras","United States Chimeras",11,8
2020,35,"Scotland Squirrels","Ireland Griffins","Scotland Squirrels",9,2
2020,35,"England Nightmares","France Thestrals","England Nightmares",13,14
2020,35,"Durhamstrang","Germany Werewolves","Germany Werewolves",2,0
2020,35,"Iceland Quidlings","Japan Falcons","Iceland Quidlings",9,6
2020,35,"India Direwolves","Australia Centurions","India Direwolves",13,14
2020,35,"Norway Unspeakables","New Zealand Daemons","New Zealand Daemons",11,12
2020,35,"South Africa Snidgets","France Hippogriffs Firsts","South Africa Snidgets",5,2
2020,35,"Turkey Knights","Denmark Horntails","Denmark Horntails",1,7
2020,35,"Pakistan Swans","Malaysia Tornadoes","Malaysia Tornadoes",4,6
2020,36,"Scotland Squirrels","United States Chimeras","United States Chimeras",12,14
2020,36,"England Nightmares","Wales Longshots","Wales Longshots",8,14
2020,36,"Durhamstrang","Ireland Griffins","Ireland Griffins",13,15
2020,36,"Iceland Quidlings","France Thestrals","Iceland Quidlings",12,10
2020,36,"India Direwolves","Germany Werewolves","Germany Werewolves",7,3
2020,36,"Norway Unspeakables","Japan Falcons","Norway Unspeakables",9,15
2020,36,"South Africa Snidgets","Australia Centurions","South Africa Snidgets",5,12
2020,36,"Turkey Knights","New Zealand Daemons","Turkey Knights",9,0
2020,36,"Pakistan Swans","France Hippogriffs Firsts","France Hippogriffs Firsts",12,15
2020,36,"Malaysia Tornadoes","Denmark Horntails","Malaysia Tornadoes",15,10
2020,37,"England Nightmares","United States Chimeras","United States Chimeras",2,15
2020,37,"Durhamstrang","Scotland Squirrels","Scotland Squirrels",2,13
2020,37,"Iceland Quidlings","Wales Longshots","Iceland Quidlings",2,14
2020,37,"India Direwolves","Ireland Griffins","Ireland Griffins",3,1
2020,37,"Norway Unspeakables","France Thestrals","Norway Unspeakables",15,5
2020,37,"South Africa Snidgets","Germany Werewolves","South Africa Snidgets",14,8
2020,37,"Turkey Knights","Japan Falcons","Japan Falcons",14,11
2020,37,"Pakistan Swans","Australia Centurions","Pakistan Swans",3,14
2020,37,"Malaysia Tornadoes","New Zealand Daemons","New Zealand Daemons",5,7
2020,37,"Denmark Horntails","France Hippogriffs Firsts","France Hippogriffs Firsts",13,0
2020,38,"Durhamstrang","United States Chimeras","United States Chimeras",5,9
2020,38,"Iceland Quidlings","England Nightmares","Iceland Quidlings",14,11
2020,38,"India Direwolves","Scotland Squirrels","Scotland Squirrels",10,0
2020,38,"Norway Unspeakables","Wales Longshots","Norway Unspeakables",9,13
2020,38,"South Africa Snidgets","Ireland Griffins","Ireland Griffins",11,8
2020,38,"Turkey Knights","France Thestrals","Turkey Knights",4,8
2020,38,"Pakistan Swans","Germany Werewolves","Germany Werewolves",3,9
2020,38,"Malaysia Tornadoes","Japan Falcons","Malaysia Tornadoes",10,15
2020,38,"Denmark Horntails","Australia Centurions","Australia Centurions",2,7
2020,38,"France Hippogriffs Firsts","New Zealand Daemons","New Zealand Daemons",13,5
2021,1,"United States Chimeras","Portugal Manticores","United States Chimeras",6,12
2021,1,"Durhamstrang","China Nifflers","Durhamstrang",2,9
2021,1,"England Nightmares","Iceland Quidlings","Iceland Quidlings",2,2
2021,1,"Scotland Squirrels","India Direwolves","Scotland Squirrels",1,4
2021,1,"Wales Longshots","Norway Unspeakables","Wales Longshots",4,7
2021,1,"Ireland Griffins","South Africa Snidgets","Ireland Griffins",8,9
2021,1,"France Thestrals","Turkey Knights","France Thestrals",8,5
2021,1,"Germany Werewolves","Pakistan Swans","Germany Werewolves",3,6
2021,1,"Japan Falcons","Malaysia Tornadoes","Japan Falcons",11,1
2021,1,"Australia Centurions","Denmark Horntails","Denmark Horntails",4,14
2021,1,"New Zealand Daemons","France Hippogriffs Firsts","France Hippogriffs Firsts",6,15
2021,2,"United States Chimeras","China Nifflers","China Nifflers",1,7
2021,2,"Portugal Manticores","Iceland Quidlings","Iceland Quidlings",0,10
2021,2,"Durhamstrang","India Direwolves","India Direwolves",4,14
2021,2,"England Nightmares","Norway Unspeakables","Norway Unspeakables",1,0
2021,2,"Scotland Squirrels","South Africa Snidgets","Scotland Squirrels",5,0
2021,2,"Wales Longshots","Turkey Knights","Turkey Knights",6,15
2021,2,"Ireland Griffins","Pakistan Swans","Ireland Griffins",11,11
2021,2,"France Thestrals","Malaysia Tornadoes","France Thestrals",12,8
2021,2,"Germany Werewolves","Denmark Horntails","Germany Werewolves",14,0
2021,2,"Japan Falcons","France Hippogriffs Firsts","Japan Falcons",7,12
2021,2,"Australia Centurions","New Zealand Daemons","Australia Centurions",0,3
2021,3,"United States Chimeras","Iceland Quidlings","United States Chimeras",2,2
2021,3,"China Nifflers","India Direwolves","China Nifflers",2,7
2021,3,"Portugal Manticores","Norway Unspeakables","Norway Unspeakables",2,15
2021,3,"Durhamstrang","South Africa Snidgets","South Africa Snidgets",9,4
2021,3,"England Nightmares","Turkey Knights","Turkey Knights",4,0
2021,3,"Scotland Squirrels","Pakistan Swans","Pakistan Swans",14,9
2021,3,"Wales Longshots","Malaysia Tornadoes","Malaysia Tornadoes",4,13
2021,3,"Ireland Griffins","Denmark Horntails","Denmark Horntails",6,5
2021,3,"France Thestrals","France Hippogriffs Firsts","France Hippogriffs Firsts",3,5
2021,3,"Germany Werewolves","New Zealand Daemons","Germany Werewolves",14,4
2021,3,"Japan Falcons","Australia Centurions","Australia Centurions",9,2
2021,4,"United States Chimeras","India Direwolves","India Direwolves",8,15
2021,4,"Iceland Quidlings","Norway Unspeakables","Norway Unspeakables",11,11
2021,4,"China Nifflers","South Africa Snidgets","China Nifflers",5,11
2021,4,"Portugal Manticores","Turkey Knights","Turkey Knights",15,5
2021,4,"Durhamstrang","Pakistan Swans","Pakistan Swans",14,10
2021,4,"England Nightmares","Malaysia Tornadoes","Malaysia Tornadoes",1,0
2021,4,"Scotland Squirrels","Denmark Horntails","Denmark Horntails",13,10
2021,4,"Wales Longshots","France Hippogriffs Firsts","Wales Longshots",1,5
2021,4,"Ireland Griffins","New Zealand Daemons","Ireland Griffins",15,14
2021,4,"France Thestrals","Australia Centurions","Australia Centurions",8,1
2021,4,"Germany Werewolves","Japan Falcons","Japan Falcons",14,1
2021,5,"United States Chimeras","Norway Unspeakables","United States Chimeras",9,14
2021,5,"India Direwolves","South Africa Snidgets","India Direwolves",0,3
2021,5,"Iceland Quidlings","Turkey Knights","Iceland Quidlings",9,12
2021,5,"China Nifflers","Pakistan Swans","Pakistan Swans",9,3
2021,5,"Portugal Manticores","Malaysia Tornadoes","Portugal Manticores",7,3
2021,5,"Durhamstrang","Denmark Horntails","Denmark Horntails",9,8
2021,5,"England Nightmares","France Hippogriffs Firsts","France Hippogriffs Firsts",0,11
2021,5,"Scotland Squirrels","New Zealand Daemons","New Zealand Daemons",0,9
2021,5,"Wales Longshots","Australia Centurions","Australia Centurions",15,14
2021,5,"Ireland Griffins","Japan Falcons","Japan Falcons",0,15
2021,5,"France Thestrals","Germany Werewolves","France Thestrals",4,0
2021,6,"United States Chimeras","South Africa Snidgets","United States Chimeras",2,8
2021,6,"Norway Unspeakables","Turkey Knights","Norway Unspeakables",9,9
2021,6,"India Direwolves","Pakistan Swans","India Direwolves",10,4
2021,6,"Iceland Quidlings","Malaysia Tornadoes","Iceland Quidlings",7,11
2021,6,"China Nifflers","Denmark Horntails","China Nifflers",1,12
2021,6,"Portugal Manticores","France Hippogriffs Firsts","France Hippogriffs Firsts",8,12
2021,6,"Durhamstrang","New Zealand Daemons","New Zealand Daemons",8,3
2021,6,"England Nightmares","Australia Centurions","Australia Centurions",6,6
2021,6,"Scotland Squirrels","Japan Falcons","Scotland Squirrels",1,6
2021,6,"Wales Longshots","Germany Werewolves","Germany Werewolves",9,15
2021,6,"Ireland Griffins","France Thestrals","Ireland Griffins",13,0
2021,7,"United States Chimeras","Turkey Knights","United States Chimeras",0,0
2021,7,"South Africa Snidgets","Pakistan Swans","South Africa Snidgets",13,9
2021,7,"Norway Unspeakables","Malaysia Tornadoes","Norway Unspeakables",5,6
2021,7,"India Direwolves","Denmark Horntails","Denmark Horntails",8,9
2021,7,"Iceland Quidlings","France Hippogriffs Firsts","France Hippogriffs Firsts",7,13
2021,7,"China Nifflers","New Zealand Daemons","New Zealand Daemons",15,12
2021,7,"Portugal Manticores","Australia Centurions","Australia Centurions",2,6
2021,7,"Durhamstrang","Japan Falcons","Durhamstrang",3,3
2021,7,"England Nightmares","Germany Werewolves","England Nightmares",11,9
2021,7,"Scotland Squirrels","France Thestrals","France Thestrals",14,13
2021,7,"Wales Longshots","Ireland Griffins","Wales Longshots",2,2
2021,8,"United States Chimeras","Pakistan Swans","Pakistan Swans",0,6
2021,8,"Turkey Knights","Malaysia Tornadoes","Malaysia Tornadoes",13,13
2021,8,"South Africa Snidgets","Denmark Horntails","Denmark Horntails",15,0
2021,8,"Norway Unspeakables","France Hippogriffs Firsts","France Hippogriffs Firsts",10,11
2021,8,"India Direwolves","New Zealand Daemons","India Direwolves",9,10
2021,8,"Iceland Quidlings","Australia Centurions","Australia Centurions",13,9
2021,8,"China Nifflers","Japan Falcons","Japan Falcons",5,14
2021,8,"Portugal Manticores","Germany Werewolves","Portugal Manticores",11,9
2021,8,"Durhamstrang","France Thestrals","Durhamstrang",7,15
2021,8,"England Nightmares","Ireland Griffins","Ireland Griffins",1,1
2021,8,"Scotland Squirrels","Wales Longshots","Scotland Squirrels",11,6
2021,9,"United States Chimeras","Malaysia Tornadoes","United States Chimeras",13,14
2021,9,"Pakistan Swans","Denmark Horntails","Denmark Horntails",6,6
2021,9,"Turkey Knights","France Hippogriffs Firsts","Turkey Knights",4,2
2021,9,"South Africa Snidgets","New Zealand Daemons","New Zealand Daemons",0,6
2021,9,"Norway Unspeakables","Australia Centurions","Australia Centurions",0,1
2021,9,"India Direwolves","Japan Falcons","India Direwolves",9,5
2021,9,"Iceland Quidlings","Germany Werewolves","Iceland Quidlings",11,8
2021,9,"China Nifflers","France Thestrals","France Thestrals",9,7
2021,9,"Portugal Manticores","Ireland Griffins","Ireland Griffins",7,9
2021,9,"Durhamstrang","Wales Longshots","Wales Longshots",6,8
2021,9,"England Nightmares","Scotland Squirrels","England Nightmares",5,0
2021,10,"United States Chimeras","Denmark Horntails","Denmark Horntails",9,10
2021,10,"Malaysia Tornadoes","France Hippogriffs Firsts","Malaysia Tornadoes",15,11
2021,10,"Pakistan Swans","New Zealand Daemons","New Zealand Daemons",11,6
2021,10,"Turkey Knights","Australia Centurions","Australia Centurions",3,14
2021,10,"South Africa Snidgets","Japan Falcons","South Africa Snidgets",6,9
2021,10,"Norway Unspeakables","Germany Werewolves","Norway Unspeakables",10,3
2021,10,"India Direwolves","France Thestrals","India Direwolves",10,0
2021,10,"Iceland Quidlings","Ireland Griffins","Ireland Griffins",2,2
2021,10,"China Nifflers","Wales Longshots","Wales Longshots",2,8
2021,10,"Portugal Manticores","Scotland Squirrels","Portugal Manticores",8,3
2021,10,"Durhamstrang","England Nightmares","Durhamstrang",3,9
2021,11,"United States Chimeras","France Hippogriffs Firsts","France Hippogriffs Firsts",6,9
2021,11,"Denmark Horntails","New Zealand Daemons","New Zealand Daemons",12,14
2021,11,"Malaysia Tornadoes","Australia Centurions","Malaysia Tornadoes",8,2
2021,11,"Pakistan Swans","Japan Falcons","Japan Falcons",7,1
2021,11,"Turkey Knights","Germany Werewolves","Germany Werewolves",5,13
2021,11,"South Africa Snidgets","France Thestrals","South Africa Snidgets",1,0
2021,11,"Norway Unspeakables","Ireland Griffins","Norway Unspeakables",14,13
2021,11,"India Direwolves","Wales Longshots","Wales Longshots",1,9
2021,11,"Iceland Quidlings","Scotland Squirrels","Iceland Quidlings",4,7
2021,11,"China Nifflers","England Nightmares","England Nightmares",14,9
2021,11,"Portugal Manticores","Durhamstrang","Durhamstrang",5,10
2021,12,"United States Chimeras","New Zealand Daemons","New Zealand Daemons",12,6
2021,12,"France Hippogriffs Firsts","Australia Centurions","France Hippogriffs Firsts",8,1
2021,12,"Denmark Horntails","Japan Falcons","Japan Falcons",2,10
2021,12,"Malaysia Tornadoes","Germany Werewolves","Germany Werewolves",3,13
2021,12,"Pakistan Swans","France Thestrals","France Thestrals",11,9
2021,12,"Turkey Knights","Ireland Griffins","Ireland Griffins",7,11
2021,12,"South Africa Snidgets","Wales Longshots","South Africa Snidgets",2,12
2021,12,"Norway Unspeakables","Scotland Squirrels","Scotland Squirrels",14,7
2021,12,"India Direwolves","England Nightmares","England Nightmares",7,1
2021,12,"Iceland Quidlings","Durhamstrang","Iceland Quidlings",1,2
2021,12,"China Nifflers","Portugal Manticores","China Nifflers",15,4
2021,13,"United States Chimeras","Australia Centurions","Australia Centurions",9,9
2021,13,"New Zealand Daemons","Japan Falcons","Japan Falcons",13,2
2021,13,"France Hippogriffs Firsts","Germany Werewolves","Germany Werewolves",12,15
2021,13,"Denmark Horntails","France Thestrals","France Thestrals",9,2
2021,13,"Malaysia Tornadoes","Ireland Griffins","Malaysia Tornadoes",14,7
2021,13,"Pakistan Swans","Wales Longshots","Pakistan Swans",6,5
2021,13,"Turkey Knights","Scotland Squirrels","Turkey Knights",14,10
2021,13,"South Africa Snidgets","England Nightmares","South Africa Snidgets",8,2
2021,13,"Norway Unspeakables","Durhamstrang","Durhamstrang",0,6
2021,13,"India Direwolves","Portugal Manticores","India Direwolves",12,1
2021,13,"Iceland Quidlings","China Nifflers","Iceland Quidlings",6,9
2021,14,"United States Chimeras","Japan Falcons","United States Chimeras",3,7
2021,14,"Australia Centurions","Germany Werewolves","Germany Werewolves",9,4
2021,14,"New Zealand Daemons","France Thestrals","France Thestrals",4,3
2021,14,"France Hippogriffs Firsts","Ireland Griffins","France Hippogriffs Firsts",12,3
2021,14,"Denmark Horntails","Wales Longshots","Denmark Horntails",13,10
2021,14,"Malaysia Tornadoes","Scotland Squirrels","Scotland Squirrels",2,6
2021,14,"Pakistan Swans","England Nightmares","Pakistan Swans",2,11
2021,14,"Turkey Knights","Durhamstrang","Durhamstrang",12,6
2021,14,"South Africa Snidgets","Portugal Manticores","South Africa Snidgets",5,12
2021,14,"Norway Unspeakables","China Nifflers","China Nifflers",0,13
2021,14,"India Direwolves","Iceland Quidlings","Iceland Quidlings",4,3
2021,15,"United States Chimeras","Germany Werewolves","Germany Werewolves",6,11
2021,15,"Japan Falcons","France Thestrals","France Thestrals",2,12
2021,15,"Australia Centurions","Ireland Griffins","Australia Centurions",11,9
2021,15,"New Zealand Daemons","Wales Longshots","Wales Longshots",6,2
2021,15,"France Hippogriffs Firsts","Scotland Squirrels","France Hippogriffs Firsts",3,6
2021,15,"Denmark Horntails","England Nightmares","England Nightmares",8,15
2021,15,"Malaysia Tornadoes","Durhamstrang","Malaysia Tornadoes",14,10
2021,15,"Pakistan Swans","Portugal Manticores","Portugal Manticores",12,7
2021,15,"Turkey Knights","China Nifflers","China Nifflers",1,13
2021,15,"South Africa Snidgets","Iceland Quidlings","South Africa Snidgets",14,2
2021,15,"Norway Unspeakables","India Direwolves","India Direwolves",1,6
2021,16,"United States Chimeras","France Thestrals","United States Chimeras",3,10
2021,16,"Germany Werewolves","Ireland Griffins","Germany Werewolves",4,5
2021,16,"Japan Falcons","Wales Longshots","Japan Falcons",8,2
2021,16,"Australia Centurions","Scotland Squirrels","Scotland Squirrels",2,15
2021,16,"New Zealand Daemons","England Nightmares","England Nightmares",10,14
2021,16,"France Hippogriffs Firsts","Durhamstrang","France Hippogriffs Firsts",15,14
2021,16,"Denmark Horntails","Portugal Manticores","Portugal Manticores",2,13
2021,16,"Malaysia Tornadoes","China Nifflers","China Nifflers",0,14
2021,16,"Pakistan Swans","Iceland Quidlings","Pakistan Swans",1,13
2021,16,"Turkey Knights","India Direwolves","India Direwolves",4,13
2021,16,"South Africa Snidgets","Norway Unspeakables","Norway Unspeakables",4,3
2021,17,"United States Chimeras","Ireland Griffins","Ireland Griffins",5,5
2021,17,"France Thestrals","Wales Longshots","France Thestrals",11,11
2021,17,"Germany Werewolves","Scotland Squirrels","Germany Werewolves",9,11
2021,17,"Japan Falcons","England Nightmares","England Nightmares",3,9
2021,17,"Australia Centurions","Durhamstrang","Australia Centurions",2,2
2021,17,"New Zealand Daemons","Portugal Manticores","Portugal Manticores",14,5
2021,17,"France Hippogriffs Firsts","China Nifflers","France Hippogriffs Firsts",8,15
2021,17,"Denmark Horntails","Iceland Quidlings","Iceland Quidlings",3,14
2021,17,"Malaysia Tornadoes","India Direwolves","India Direwolves",10,8
2021,17,"Pakistan Swans","Norway Unspeakables","Norway Unspeakables",14,6
2021,17,"Turkey Knights","South Africa Snidgets","Turkey Knights",11,11
2021,18,"United States Chimeras","Wales Longshots","United States Chimeras",4,6
2021,18,"Ireland Griffins","Scotland Squirrels","Ireland Griffins",12,6
2021,18,"France Thestrals","England Nightmares","France Thestrals",8,10
2021,18,"Germany Werewolves","Durhamstrang","Germany Werewolves",7,4
